Folder Name,Song Name,Artist,Album,Year,Charter,Diff Band,Diff Guitar,Diff Bass,Diff Drums,Diff Keys,Diff Vocals,Diff Pro Guitar,Diff Pro Bass,Diff Pro Keys,Diff Pro Drums,Diff Vocal Harmonies,Has Pro Guitar,Has Pro Keys,Has Pro Drums,Has Vocal Harmonies,Audio Tracks,Guitar Tuning,Bass Tuning,S.SterrGtuning,S.SterrBtuning,S.SterrStatus
Slipknot - Left Behind (2x Bass Pedal Expert+),Left Behind,Slipknot,Iowa,2001,Harmonix,4,4,3,5,-1,2,-1,-1,-1,5,2,FALSE,FALSE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,-5 -3 -3 -3 -3 -3,-5 -3 -3 -3,matched
Slipknot - Pulse of the Maggots (2x Bass Pedal Expert+),Pulse of the Maggots,Slipknot,Vol. 3: (The Subliminal Verses),2004,Harmonix,5,6,4,5,1,2,-1,-1,1,5,2,FALSE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,-5 -3 -3 -3 -3 -3,-5 -3 -3 -3,matched
Slipknot - Snuff,Snuff,Slipknot,All Hope Is Gone,2008,Harmonix,1,1,1,2,1,3,2,2,1,2,3,TRUE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,-3 -3 -3 -3 -3 -3,-3 -3 -3 -3,matched
Slipknot - Wait and Bleed (2x Bass Pedal Expert+),Wait and Bleed,Slipknot,Slipknot,1999,Harmonix,5,6,4,5,-1,2,3,4,-1,5,2,TRUE,FALSE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",-2 0 0 0 0 0,-2 0 0 0,-5 -3 -3 -3 -3 -3,-5 -3 -3 -3,matched
Smash Mouth - Can't Get Enough of You Baby,Can't Get Enough of You Baby,Smash Mouth,Astro Lounge,1999,Harmonix,1,2,1,2,3,2,-1,-1,3,2,2,FALSE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Smash Mouth - Walking on the Sun,Walking on the Sun,Smash Mouth,Fush Yu Mang,1997,Harmonix,0,0,0,0,2,3,1,1,2,0,3,TRUE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,-1 -1 -1 -1 -1 -1,-1 -1 -1 -1,matched
Smash Mouth - Why Can't We Be Friends,Why Can't We Be Friends,Smash Mouth,Fush Yu Mang,1997,Harmonix,5,4,3,5,4,2,-1,-1,4,5,2,FALSE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,-1 -1 -1 -1 -1 -1,-1 -1 -1 -1,matched
Soft Cell - Tainted Love,Tainted Love,Soft Cell,Non-Stop Erotic Cabaret,1981,Harmonix,0,0,1,0,1,2,-1,-1,2,0,2,FALSE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Soundgarden - Blow Up the Outside World,Blow Up the Outside World,Soundgarden,Down on the Upside,1996,Harmonix,1,2,2,3,-1,3,-1,-1,-1,3,-1,FALSE,FALSE,TRUE,FALSE,"drums_1.ogg, drums_2.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Soundgarden - Burden in My Hand,Burden in My Hand,Soundgarden,Down on the Upside,1996,Harmonix,3,3,4,3,-1,3,2,5,-1,3,-1,TRUE,FALSE,TRUE,FALSE,"drums_1.ogg, drums_2.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",-4 -2 -2 0 -4 0,-4 -2 -2 0,-4 -2 -2 0 -4 0,-4 -2 -2 0,matched
Soundgarden - Fell on Black Days,Fell on Black Days,Soundgarden,Superunknown,1994,Harmonix,2,4,2,3,-1,2,-1,-1,-1,3,-1,FALSE,FALSE,TRUE,FALSE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Soundgarden - Outshined,Outshined,Soundgarden,Badmotorfinger,1991,Harmonix,2,3,2,3,-1,3,2,3,-1,3,-1,TRUE,FALSE,TRUE,FALSE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",-2 0 0 0 0 0,-2 0 0 0,-2 0 0 0 0 0,-2 0 0 0,matched
Soundgarden - Rusty Cage,Rusty Cage,Soundgarden,Badmotorfinger,1991,Harmonix,4,4,4,3,-1,3,-1,-1,-1,3,-1,FALSE,FALSE,TRUE,FALSE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,-5 0 0 0 0 0,-2 0 0 0,matched
Soundgarden - The Day I Tried to Live,The Day I Tried to Live,Soundgarden,Superunknown,1994,Harmonix,2,3,3,3,-1,3,2,1,-1,3,-1,TRUE,FALSE,TRUE,FALSE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 -5 -3 4 0 -5,0 0 0 0,0 -5 -3 4 0 -5,0 0 0 0,matched
Spacehog - In the Meantime,In the Meantime,Spacehog,Resident Alien,1995,Harmonix,4,4,1,4,1,5,5,5,1,4,5,TRUE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Staind - It's Been Awhile,It's Been Awhile,Staind,Break the Cycle,2001,Harmonix,0,1,1,2,-1,1,-1,-1,-1,2,1,FALSE,FALSE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,-1 -1 -1 -1 -1 -1,-3 -3 -1 -1 -1,matched
Staind - Not Again (2x Bass Pedal Expert+),Not Again,Staind,Staind,2011,Harmonix,3,5,1,3,-1,2,-1,-1,-1,3,2,FALSE,FALSE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,-5 -3 -1 -1 -1 -1 -1,Unknown,matched
Staind - So Far Away,So Far Away,Staind,14 Shades of Grey,2003,Harmonix,1,2,1,2,-1,2,-1,-1,-1,2,2,FALSE,FALSE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,-8 -6 -6 -6 -8 -8,-3 -1 -1 -1 -4,matched
Starship - We Built This City,We Built This City,Starship,Knee Deep in the Hoopla,1985,Harmonix,5,6,2,3,3,4,-1,-1,3,3,4,FALSE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,-1 0 0 0 0,matched
Steve Miller Band - Fly Like an Eagle,Fly Like an Eagle,Steve Miller Band,Fly Like an Eagle,1976,Harmonix,3,0,5,5,5,1,1,5,5,5,1,TRUE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Stevie Nicks - Edge of Seventeen (Just Like the White Winged Dove),Edge of Seventeen (Just Like the White Winged Dove),Stevie Nicks,Bella Donna,1981,Harmonix,4,3,2,4,5,5,0,1,5,4,5,TRUE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Stevie Nicks - Stand Back,Stand Back,Stevie Nicks,The Wild Heart,1983,Harmonix,4,3,3,4,3,4,-1,-1,3,4,4,FALSE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Stevie Nicks - Stop Draggin' My Heart Around,Stop Draggin' My Heart Around,Stevie Nicks,Bella Donna,1981,Harmonix,3,3,1,4,3,4,2,1,3,4,4,TRUE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Stevie Wonder - Higher Ground,Higher Ground,Stevie Wonder,Innervisions,1973,Harmonix,6,4,5,4,6,4,-1,-1,6,4,-1,FALSE,TRUE,TRUE,FALSE,"drums_1.ogg, drums_2.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,Unknown,0 0 0 0 0,matched
Stevie Wonder - I Wish,I Wish,Stevie Wonder,Songs in the Key of Life,1976,Harmonix,6,6,4,5,6,5,6,4,6,5,5,TRUE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Stevie Wonder - Living for the City,Living for the City,Stevie Wonder,Innervisions,1973,Harmonix,5,3,3,3,3,6,-1,-1,3,3,6,FALSE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,Unknown,0 0 0 0 0,matched
Stevie Wonder - Sir Duke,Sir Duke,Stevie Wonder,Songs in the Key of Life,1976,Harmonix,6,4,5,4,5,6,4,5,5,4,-1,TRUE,TRUE,TRUE,FALSE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Stevie Wonder - Superstition,Superstition,Stevie Wonder,Talking Book,1972,Harmonix,6,3,6,4,5,6,-1,-1,5,4,-1,FALSE,TRUE,TRUE,FALSE,"drums_1.ogg, drums_2.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,Unknown,0 0 0 0 0,matched
Stone Sour - Made of Scars,Made of Scars,Stone Sour,Come What(ever) May,2006,Harmonix,4,4,3,4,-1,2,-1,-1,-1,4,2,FALSE,FALSE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,-3 -1 -1 -1 -1 -1,0 0 0 0,matched
Stone Sour - Say You'll Haunt Me (2x Bass Pedal Expert+),Say You'll Haunt Me,Stone Sour,Audio Secrecy,2010,Harmonix,3,3,3,4,0,2,4,3,0,4,2,TRUE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",-2 0 0 0 0 0,0 0 0 0,-3 -3 -3 -3 -3 -3,-3 -3 -3 -3,matched
Stone Sour - Through Glass,Through Glass,Stone Sour,Come What(ever) May,2006,Harmonix,3,3,3,4,0,2,-1,-1,0,4,2,FALSE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,-1 -1 -1 -1 -1 -1,-1 -1 -1 -1,matched
Stone Temple Pilots - Big Bang Baby,Big Bang Baby,Stone Temple Pilots,Tiny Music... Songs from the Vatican Gift Shop,1996,Harmonix,2,4,3,3,0,2,3,3,1,3,2,TRUE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Stone Temple Pilots - Plush,Plush,Stone Temple Pilots,Core,1992,Harmonix,2,3,2,2,-1,2,4,4,-1,2,-1,TRUE,FALSE,TRUE,FALSE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Sublime - Santeria,Santeria,Sublime,Sublime,1996,Harmonix,3,3,4,3,-1,3,4,4,-1,3,-1,TRUE,FALSE,TRUE,FALSE,"drums_1.ogg, drums_2.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Sublime - What I Got,What I Got,Sublime,Sublime,1996,Harmonix,1,3,1,2,1,3,-1,-1,1,2,3,FALSE,TRUE,TRUE,TRUE,"drums.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Sublime with Rome - Panic,Panic,Sublime with Rome,Yours Truly,2011,Harmonix,5,4,3,5,3,4,3,4,4,5,4,TRUE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Sublime - Wrong Way,Wrong Way,Sublime,Sublime,1996,Harmonix,2,3,3,2,2,4,-1,-1,2,2,-1,FALSE,TRUE,TRUE,FALSE,"drums_1.ogg, drums_2.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Sugarland - Settlin',Settlin',Sugarland,Enjoy the Ride,2006,Harmonix,1,2,2,2,-1,3,-1,-1,-1,2,3,FALSE,FALSE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,Unknown,matched
Sugarland - Settlin' (RB3 version),Settlin' (RB3 version),Sugarland,Enjoy the Ride,2006,Harmonix,1,2,2,2,4,3,-1,-1,4,2,3,FALSE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,Unknown,matched
Sum 41 - Fat Lip,Fat Lip,Sum 41,"All Killer, No Filler",2001,Harmonix,3,3,3,4,-1,4,2,2,-1,4,4,TRUE,FALSE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",-2 0 0 0 0 0,-2 0 0 0,-2 0 0 0 0 0,-2 0 0 0,matched
Sum 41 - Still Waiting,Still Waiting,Sum 41,Does This Look Infected?,2002,Harmonix,4,4,3,4,-1,3,-1,-1,-1,4,3,FALSE,FALSE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Swingin' Utters - This Bastard's Life,This Bastard's Life,Swingin' Utters,Five Lessons Learned,1998,Harmonix,2,2,5,1,5,2,3,3,5,1,2,TRUE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
System of a Down - Aerials,Aerials,System of a Down,Toxicity,2001,Harmonix,1,3,1,4,1,2,2,0,0,4,2,TRUE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",-2 0 0 0 0 0,-2 0 0 0,-4 -2 -2 -2 -2 -2,-4 -2 -2 -2,matched
System of a Down - Hypnotize,Hypnotize,System of a Down,Hypnotize,2005,Harmonix,4,3,3,4,-1,3,-1,-1,-1,4,3,FALSE,FALSE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,-3 -1 -1 -1 -1 -1,-3 -1 -1 -1,matched
Talking Heads - Burning Down the House,Burning Down the House,Talking Heads,Speaking in Tongues,1983,Harmonix,3,2,1,3,3,2,1,1,4,3,2,TRUE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Tears for Fears - Everybody Wants to Rule the World,Everybody Wants to Rule the World,Tears for Fears,Songs from the Big Chair,1985,Harmonix,2,1,3,5,2,3,4,0,2,5,3,TRUE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,-2 0 0 0,matched
Tears for Fears - Head Over Heels,Head Over Heels,Tears for Fears,Songs from the Big Chair,1985,Harmonix,2,2,2,2,2,5,-1,-1,3,2,5,FALSE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Tegan and Sara - The Con,The Con,Tegan and Sara,The Con,2007,Harmonix,1,2,2,2,0,6,2,3,1,2,6,TRUE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Tenacious D - Rize of the Fenix,Rize of the Fenix,Tenacious D,Rize of the Fenix,2012,Harmonix,5,4,4,6,-1,5,-1,-1,-1,6,5,FALSE,FALSE,TRUE,TRUE,"drums.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
The All-American Rejects - Gonzo,Gonzo,The All-American Rejects,Kids in the Street,2012,Harmonix,2,1,3,3,2,3,-1,-1,2,3,3,FALSE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,-1 -1 -1 -1 -1 -1,-1 -1 -1 -1,matched
The Allman Brothers Band - Jessica,Jessica,The Allman Brothers Band,Brothers and Sisters,1973,Harmonix,6,5,5,5,5,-1,5,5,5,5,-1,TRUE,TRUE,TRUE,FALSE,"drums.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
The B-52's - Love Shack,Love Shack,The B-52's,Cosmic Thing,1989,Harmonix,1,3,2,2,1,4,2,2,1,2,4,TRUE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
The B-52's - Rock Lobster,Rock Lobster,The B-52's,The B-52's,1979,Harmonix,3,4,2,5,1,5,1,2,1,5,5,TRUE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,-14 -14 -6 -11,-4 -4 9 -3,matched
The Band - The Weight (Live),The Weight (Live),The Band,Rock of Ages,1972,Harmonix,3,3,3,2,3,5,3,4,4,2,5,TRUE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
The Beach Boys - Good Vibrations (Live),Good Vibrations (Live),The Beach Boys,Live in London,1970,Harmonix,3,1,1,1,3,6,1,2,4,1,6,TRUE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
The Bee Gees - Jive Talkin',Jive Talkin',The Bee Gees,Main Course,1975,Harmonix,2,2,3,3,2,3,-1,-1,2,3,3,FALSE,TRUE,TRUE,TRUE,"drums.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,Unknown,matched
The Bee Gees - Night Fever,Night Fever,The Bee Gees,Saturday Night Fever: OST,1977,Harmonix,5,1,2,3,2,4,-1,-1,3,3,4,FALSE,TRUE,TRUE,TRUE,"drums.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
The Bee Gees - Nights on Broadway,Nights on Broadway,The Bee Gees,Main Course,1975,Harmonix,6,2,3,4,3,6,-1,-1,4,4,6,FALSE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
The Bee Gees - Stayin' Alive,Stayin' Alive,The Bee Gees,Saturday Night Fever: OST,1977,Harmonix,4,2,2,2,2,3,1,2,3,2,3,TRUE,TRUE,TRUE,TRUE,"drums.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
The Bee Gees - Tragedy,Tragedy,The Bee Gees,Spirits Having Flown,1979,Harmonix,6,2,2,4,5,3,-1,-1,5,4,2,FALSE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,Unknown,Unknown,matched_no_guitar_or_bass_track
The Bee Gees - You Should Be Dancing,You Should Be Dancing,The Bee Gees,Children of the World,1976,Harmonix,5,4,5,4,2,3,-1,-1,3,4,3,FALSE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,Unknown,Unknown,matched_no_guitar_or_bass_track
The Black Crowes - Remedy,Remedy,The Black Crowes,The Southern Harmony and Musical Companion,1992,Harmonix,4,4,2,3,3,5,-1,-1,3,3,-1,FALSE,TRUE,TRUE,FALSE,"drums_1.ogg, drums_2.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
The Black Crowes - She Talks to Angels,She Talks to Angels,The Black Crowes,Shake Your Money Maker,1990,Harmonix,3,3,2,1,3,4,2,1,4,1,-1,TRUE,TRUE,TRUE,FALSE,"drums_1.ogg, drums_2.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 2 2 1 0 0,0 0 0 0,matched
The Black Crowes - Sometimes Salvation,Sometimes Salvation,The Black Crowes,The Southern Harmony and Musical Companion,1992,Harmonix,3,3,1,2,-1,6,-1,-1,-1,2,-1,FALSE,FALSE,TRUE,FALSE,"drums_1.ogg, drums_2.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,Unknown,matched
The Black Keys - Howlin' for You,Howlin' for You,The Black Keys,Brothers,2010,Harmonix,1,2,1,3,2,5,-1,-1,2,3,-1,FALSE,TRUE,TRUE,FALSE,"drums.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
The Black Keys - Lonely Boy,Lonely Boy,The Black Keys,El Camino,2011,Harmonix,1,2,1,3,0,2,-1,-1,0,3,-1,FALSE,TRUE,TRUE,FALSE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
The Black Keys - Tighten Up,Tighten Up,The Black Keys,Brothers,2010,Harmonix,1,1,1,3,1,4,1,1,1,3,-1,TRUE,TRUE,TRUE,FALSE,"drums.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
The Bronx - False Alarm,False Alarm,The Bronx,The Bronx,2003,Harmonix,4,5,4,5,-1,1,2,4,-1,5,-1,TRUE,FALSE,TRUE,FALSE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
The Clash - Brand New Cadillac,Brand New Cadillac,The Clash,London Calling,1979,Harmonix,2,3,3,3,-1,2,-1,-1,-1,3,-1,FALSE,FALSE,TRUE,FALSE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
